Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BAC^I,Bank of America Corporation,27.09,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1250,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,27.65,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,27.52,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,20.615,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,20.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,26.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,24.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,24.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,72.19,3094564904,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,66.64,42973311064,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
BK,Bank Of New York Mellon Corporation (The),41.44,44244427923,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),26.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),54.39,65530653661,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",8.21,741075920.9,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",31.56,3286957242,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,9.23,38867530000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^.CL,Barclays PLC,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^.cl
BCS^A,Barclays PLC,25.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a
BCS^D,Barclays PLC,26.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
BNED,"Barnes & Noble Education, Inc",11.14,515872066.9,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",11.85,875313308.7,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",40.76,2194778938,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",24.28,1265645794,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,18.43,21477056209,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",0.75,32069205,n/a,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,46.07,25056905556,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,4.9,1032502383,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,38.23,31138343219,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,26.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,27.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,20.45,3659717337,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,20.01,328047741.9,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",47.73,41510707878,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",12.25,405268526.3,n/a,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",176.65,37613349989,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,68.17,2871339419,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,100.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.8611,204521140.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,11.19,1340372744,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",51.92,4917391226,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",24.41,1195378619,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",27.95,870341003.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",37.92,12031045665,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",26.08,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,31.23,50150556589,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,27.14,72208491170,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",49.15,2180973302,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,453.6,937529510.4,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,6.88,414238270.9,n/a,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,4.19,120826958.8,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BIOA.WS,BioAmber Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
BIO,"Bio-Rad Laboratories, Inc.",160.37,4718626328,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,26.65,1884848566,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
